id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
4733,4733,racism,racism,nn1,noun,The belief that each race has distinct and intrinsic attributes.,7860,341090839,18,3,16,19,FALSE,FALSE
4734,4734,interventions,intervention,nn2,noun,The action of intervening; interfering in some course of events.,7860,341098699,2,0,4,2,FALSE,FALSE
4735,4735,gravity,gravity,nn1,noun,Seriousness.,7859,341106558,6,25,27,8,TRUE,TRUE
4736,4736,abstract,abstract,jj,adjective,,7857,341114415,4,7,18,9,FALSE,FALSE
4737,4737,returns,return,nn2,noun,,7857,341122272,11,6,25,27,FALSE,FALSE
4738,4738,enters,enter,vvz,verb,,7856,341130128,4,49,11,10,FALSE,FALSE
4739,4739,supporting,supporting,jj,adjective,,7854,341137982,16,3,16,21,FALSE,FALSE
4740,4740,rope,rope,nn1,noun,"Thick strings, yarn, monofilaments, metal wires, or strands of other cordage that are twisted together to form a stronger line.",7854,341145836,7,44,20,8,FALSE,FALSE
4741,4741,argued,argue,vvn,verb,,7853,341153689,8,5,10,12,FALSE,FALSE
4742,4742,bits,bit,nn2,noun,,7853,341161542,7,30,22,13,FALSE,FALSE
4743,4743,garbage,garbage,nn1,noun,,7853,341169395,13,29,16,19,FALSE,FALSE
4744,4744,buyers,buyer,nn2,noun,,7849,341177244,7,3,23,42,FALSE,FALSE
4745,4745,servings,serving,nn2,noun,,7847,341185091,1,0,61,21,FALSE,FALSE
4746,4746,adjustment,adjustment,nn1,noun,A small change; a minor correction; a modification.,7846,341192937,4,3,13,9,FALSE,FALSE
4747,4747,performing,perform,vvg,verb,,7842,341200779,13,7,16,16,FALSE,FALSE
4748,4748,drives,drive,vvz,verb,,7837,341208616,11,25,20,19,FALSE,FALSE
4749,4749,reactions,reaction,nn2,noun,An action or statement in response to a stimulus or other event.,7837,341216453,8,7,19,8,FALSE,FALSE
4750,4750,breathe,breathe,vv0,verb,"To repeatedly draw air into, and expel it from, the lungs in order to extract oxygen from it and excrete waste products.",7836,341224289,11,42,18,8,FALSE,FALSE
4751,4751,emotion,emotion,nn1,noun,"A person's internal state of being and involuntary physiological response to an object or a situation, based on or tied to physical state and sensory data.",7836,341232125,15,24,15,13,FALSE,FALSE
4752,4752,treasury,treasury,nn1,noun,,7835,341239960,23,2,19,29,FALSE,FALSE
4753,4753,dawn,dawn,nn1,noun,,7834,341247794,7,39,21,11,FALSE,FALSE
4754,4754,annually,annually,rr,adverb,,7832,341255626,3,1,29,28,FALSE,FALSE
4755,4755,researcher,researcher,nn1,noun,,7831,341263457,6,2,22,17,FALSE,FALSE
4756,4756,grocery,grocery,nn1,noun,,7828,341271285,11,19,22,26,FALSE,FALSE
4757,4757,hunters,hunter,nn2,noun,,7827,341279112,4,12,44,15,FALSE,FALSE
4758,4758,wash,wash,vv0,verb,,7826,341286938,8,28,26,16,FALSE,FALSE
4759,4759,revolutionary,revolutionary,jj,adjective,,7825,341294763,11,5,20,15,FALSE,FALSE
4760,4760,interior,interior,nn1,noun,,7822,341302585,5,17,27,16,FALSE,FALSE
4761,4761,engines,engine,nn2,noun,,7819,341310404,8,18,29,15,FALSE,FALSE
4762,4762,variable,variable,nn1,noun,,7819,341318223,1,1,4,1,FALSE,FALSE
4763,4763,favor,favor,nn1,noun,,7816,341326039,15,26,17,16,FALSE,FALSE
4764,4764,notice,notice,nn1,noun,The act of observing; perception.,7812,341333851,12,21,14,19,FALSE,FALSE
4765,4765,alleged,alleged,jj,adjective,,7809,341341660,28,3,12,26,FALSE,FALSE
4766,4766,quit,quit,vv0,verb,,7805,341349465,18,26,17,18,FALSE,FALSE
4767,4767,hated,hate,vvd,verb,,7805,341357270,9,53,11,8,FALSE,FALSE
4768,4768,inspiration,inspiration,nn1,noun,The act of drawing air into the lungs.,7803,341365073,11,8,31,18,FALSE,FALSE
4769,4769,identifying,identify,vvg,verb,,7800,341372873,5,4,14,9,FALSE,FALSE
4770,4770,automatically,automatically,rr,adverb,,7799,341380672,11,13,26,14,FALSE,FALSE
4771,4771,validity,validity,nn1,noun,"The extent to which a measurement, test, or study measures what it purports to measure.",7798,341388470,2,1,4,3,FALSE,FALSE
4772,4772,rear,rear,jj,adjective,At the back.,7796,341396266,5,24,35,14,FALSE,FALSE
4773,4773,nutrition,nutrition,nn1,noun,The organic process by which an organism assimilates food and uses it for growth and maintenance.,7795,341404061,5,2,44,17,FALSE,FALSE
4774,4774,declined,decline,vvd,verb,,7794,341411855,11,4,12,45,FALSE,FALSE
4775,4775,lowest,low,jjt,adjective,,7791,341419646,12,5,19,19,FALSE,FALSE
4776,4776,civilization,civilization,nn1,noun,"An organized culture encompassing many community communities, often on the scale of a nation or a people; a stage or system of social, political, or technical development.",7791,341427437,7,14,19,9,FALSE,FALSE
4777,4777,approach,approach,vv0,verb,"To come or go near, in place or time; to draw nigh; to advance nearer.",7789,341435226,13,17,19,13,FALSE,FALSE
4778,4778,hotels,hotel,nn2,noun,"An establishment that provides lodging and usually meals, entertainment, and various personal services for the public.",7788,341443014,10,7,22,38,FALSE,FALSE
4779,4779,stretch,stretch,nn1,noun,,7784,341450798,9,17,26,27,FALSE,FALSE
4780,4780,afterward,afterward,rr,adverb,,7781,341458579,3,29,24,21,FALSE,FALSE
4781,4781,developmental,developmental,jj,adjective,,7780,341466359,2,1,9,5,FALSE,FALSE
4782,4782,forced,force,vvd,verb,,7778,341474137,9,29,13,21,FALSE,FALSE
4783,4783,myth,myth,nn1,noun,"A traditional story which embodies a belief regarding some fact or phenomenon of experience, and in which often the forces of nature and of the soul are personified; a sacred narrative regarding a god, a hero, the origin of the world or of a people, etc.",7778,341481915,8,7,21,12,FALSE,FALSE
4784,4784,delta,delta,nn1,noun,,7777,341489692,9,7,17,34,FALSE,FALSE
4785,4785,restore,restore,vv0,verb,,7774,341497466,15,6,21,21,FALSE,FALSE
4786,4786,responding,respond,vvg,verb,To say something in return; to answer; to reply.,7768,341505234,16,7,13,15,FALSE,FALSE
4787,4787,appointment,appointment,nn1,noun,The act of appointing; designation of a person to hold an office or discharge a trust.,7763,341512997,12,19,17,20,FALSE,FALSE
4788,4788,dough,dough,nn1,noun,,7763,341520760,3,9,44,26,FALSE,FALSE
4789,4789,glance,glance,nn1,noun,,7760,341528520,2,51,13,9,FALSE,FALSE
4790,4790,titles,title,nn2,noun,,7758,341536278,5,7,17,35,FALSE,FALSE
4791,4791,lobby,lobby,nn1,noun,,7757,341544035,9,34,16,19,FALSE,FALSE
4792,4792,wake,wake,nn1,noun,,7756,341551791,12,15,18,23,FALSE,FALSE
4793,4793,dutch,dutch,jj,adjective,,7752,341559543,6,12,28,17,FALSE,FALSE
4794,4794,way,way,rr,adverb,,7750,341567293,24,12,17,21,FALSE,FALSE
4795,4795,associations,association,nn2,noun,The act of associating.,7746,341575039,3,2,10,10,FALSE,FALSE
4796,4796,spirits,spirit,nn2,noun,A supernatural being or essence.,7742,341582781,7,26,15,11,FALSE,FALSE
4797,4797,rushing,rush,vvg,verb,,7741,341590522,7,25,12,38,FALSE,FALSE
4798,4798,disappointed,disappointed,jj,adjective,,7739,341598261,19,24,14,21,FALSE,FALSE
4799,4799,brick,brick,nn1,noun,"A hardened rectangular block of mud, clay etc., used for building.",7739,341606000,5,34,19,21,FALSE,FALSE
4800,4800,readily,readily,rr,adverb,,7736,341613736,5,6,22,11,FALSE,FALSE
4801,4801,improved,improved,jj,adjective,,7736,341621472,4,2,20,15,FALSE,FALSE
4802,4802,rhythm,rhythm,nn1,noun,"The variation of strong and weak elements (such as duration, accent) of sounds, notably in speech or music, over time; a beat or meter.",7736,341629208,8,22,17,12,FALSE,FALSE
4803,4803,precious,precious,jj,adjective,,7734,341636942,11,26,21,15,FALSE,FALSE
4804,4804,reluctant,reluctant,jj,adjective,,7733,341644675,13,13,16,21,FALSE,FALSE
4805,4805,lately,lately,rr,adverb,,7733,341652408,15,30,18,16,FALSE,FALSE
4806,4806,meters,meter,nn2,noun,,7733,341660141,5,24,15,17,FALSE,FALSE
4807,4807,missiles,missile,nn2,noun,,7733,341667874,29,7,17,20,FALSE,FALSE
4808,4808,agrees,agree,vvz,verb,,7732,341675606,17,6,22,27,FALSE,FALSE
4809,4809,sharply,sharply,rr,adverb,,7728,341683334,7,26,15,20,FALSE,FALSE
4810,4810,conviction,conviction,nn1,noun,,7725,341691059,19,11,13,20,FALSE,FALSE
4811,4811,reminded,remind,vvd,verb,,7723,341698782,6,51,12,8,FALSE,FALSE
4812,4812,stroke,stroke,nn1,noun,,7717,341706499,10,16,27,15,FALSE,FALSE
4813,4813,replacement,replacement,nn1,noun,A person or thing that takes the place of another; a substitute.,7716,341714215,9,7,24,22,FALSE,FALSE
4814,4814,contributing,contribute,vvg,verb,,7714,341721929,10,2,23,19,FALSE,FALSE
4815,4815,cast,cast,vv0,verb,To throw.,7713,341729642,13,19,21,19,FALSE,FALSE
4816,4816,suggestions,suggestion,nn2,noun,,7713,341737355,9,5,17,15,FALSE,FALSE
4817,4817,errors,error,nn2,noun,,7711,341745066,6,3,14,15,FALSE,FALSE
4818,4818,miracle,miracle,nn1,noun,A wonderful event occurring in the physical world attributed to supernatural powers.,7710,341752776,19,24,17,13,FALSE,FALSE
4819,4819,train,train,vv0,verb,,7707,341760483,15,11,21,20,FALSE,FALSE
4820,4820,respect,respect,vv0,verb,To have respect for.,7705,341768188,26,10,15,16,FALSE,FALSE
4821,4821,audiences,audience,nn2,noun,,7704,341775892,11,2,16,30,FALSE,FALSE
4822,4822,rings,ring,nn2,noun,"A circular band for holding, connecting, hanging, pulling, packing, or sealing.",7700,341783592,7,30,23,14,FALSE,FALSE
4823,4823,photographer,photographer,nn1,noun,,7695,341791287,13,14,23,18,FALSE,FALSE
4824,4824,receiver,receiver,nn1,noun,,7690,341798977,1,21,17,37,FALSE,FALSE
4825,4825,drag,drag,vv0,verb,,7688,341806665,10,30,22,13,FALSE,FALSE
4826,4826,qualities,quality,nn2,noun,,7688,341814353,7,8,20,11,FALSE,FALSE
4827,4827,overcome,overcome,vv0,verb,,7686,341822039,13,7,17,17,FALSE,FALSE
4828,4828,pork,pork,nn1,noun,,7686,341829725,9,11,28,31,FALSE,FALSE
4829,4829,doctrine,doctrine,nn1,noun,,7686,341837411,6,2,15,7,FALSE,FALSE
4830,4830,ecological,ecological,jj,adjective,,7683,341845094,2,2,14,5,FALSE,FALSE
4831,4831,jewelry,jewelry,nn1,noun,,7681,341852775,10,20,29,17,FALSE,FALSE
4832,4832,abilities,ability,nn2,noun,,7679,341860454,5,6,14,9,FALSE,FALSE
4833,4833,o'clock,o'clock,rr,adverb,,7677,341868131,12,48,13,7,FALSE,FALSE
4834,4834,shared,share,vvn,verb,,7676,341875807,9,13,16,15,FALSE,FALSE
4835,4835,uniform,uniform,nn1,noun,"Marked by lack of variation, diversity, change in form, degree, or character in all occurrences or manifestations.",7673,341883480,12,37,12,16,FALSE,FALSE
4836,4836,outstanding,outstanding,jj,adjective,,7672,341891152,11,3,20,27,FALSE,FALSE
4837,4837,seventh,seventh,md,number,The ordinal form of the number seven.,7671,341898823,8,13,14,34,FALSE,FALSE
4838,4838,securities,security,nn2,noun,"The quality or state of being free from danger, fear or anxiety.",7670,341906493,8,1,20,44,FALSE,FALSE
4839,4839,process,process,vv0,verb,To perform a particular process.,7669,341914162,11,4,21,14,FALSE,FALSE
4840,4840,silly,silly,jj,adjective,,7659,341921821,16,36,15,13,FALSE,FALSE
4841,4841,provision,provision,nn1,noun,,7658,341929479,10,2,9,15,FALSE,FALSE
4842,4842,warned,warn,vvd,verb,,7657,341937136,13,20,15,24,FALSE,FALSE
4843,4843,observed,observe,vvd,verb,,7657,341944793,4,16,16,8,FALSE,FALSE
4844,4844,shrimp,shrimp,nn1,noun,,7657,341952450,5,8,28,28,FALSE,FALSE
4845,4845,popularity,popularity,nn1,noun,,7656,341960106,13,3,20,25,FALSE,FALSE
4846,4846,tightly,tightly,rr,adverb,,7655,341967761,3,36,22,12,FALSE,FALSE
4847,4847,realistic,realistic,jj,adjective,,7651,341975412,15,4,20,15,FALSE,FALSE
4848,4848,providers,provider,nn2,noun,,7649,341983061,5,1,19,17,FALSE,FALSE
4849,4849,covers,cover,vvz,verb,,7646,341990707,11,13,24,20,FALSE,FALSE
4850,4850,currency,currency,nn1,noun,Widespread acceptance; money.,7645,341998352,11,4,16,23,TRUE,FALSE
4851,4851,addressing,address,vvg,verb,,7644,342005996,11,7,11,12,FALSE,FALSE
4852,4852,constructed,construct,vvn,verb,,7642,342013638,3,8,16,10,FALSE,FALSE
4853,4853,toxic,toxic,jj,adjective,"Pertaining to, due to, or of the nature of a poison or toxin; manifesting the symptoms of severe infection.",7642,342021280,10,5,30,16,FALSE,FALSE
4854,4854,demanded,demand,vvd,verb,To request forcefully.,7640,342028920,7,36,13,15,FALSE,FALSE
4855,4855,ideology,ideology,nn1,noun,"Doctrine, philosophy, body of beliefs or principles belonging to an individual or group.",7639,342036559,9,2,9,9,FALSE,FALSE
4856,4856,insist,insist,vv0,verb,To hold up a claim emphatically.,7638,342044197,15,12,19,20,FALSE,FALSE
4857,4857,refers,refer,vvz,verb,,7637,342051834,5,3,14,10,FALSE,FALSE
4858,4858,extended,extended,jj,adjective,,7631,342059465,8,7,20,16,FALSE,FALSE
4859,4859,separate,separate,vv0,verb,To divide (a thing) into separate parts.,7629,342067094,14,11,19,14,FALSE,FALSE
4860,4860,grief,grief,nn1,noun,,7626,342074720,13,32,13,12,FALSE,FALSE
4861,4861,generated,generate,vvn,verb,,7623,342082343,6,3,16,13,FALSE,FALSE
4862,4862,delay,delay,nn1,noun,Previously unexpected period of time before an event occurs; the act of delaying.,7620,342089963,20,8,13,20,FALSE,FALSE
4863,4863,collaboration,collaboration,nn1,noun,,7620,342097583,4,2,14,10,FALSE,FALSE
4864,4864,magnitude,magnitude,nn1,noun,,7617,342105200,9,3,27,9,FALSE,FALSE
4865,4865,ban,ban,nn1,noun,Prohibition.,7610,342112810,19,2,15,29,FALSE,FALSE
4866,4866,slow,slow,vv0,verb,,7607,342120417,14,19,24,17,FALSE,FALSE
4867,4867,references,reference,nn2,noun,A relationship or relation (to something).,7606,342128023,5,5,12,10,FALSE,FALSE
4868,4868,ghost,ghost,nn1,noun,A spirit; the soul of man.,7606,342135629,7,43,12,11,FALSE,FALSE
4869,4869,canvas,canvas,nn1,noun,,7606,342143235,3,23,38,8,FALSE,FALSE
4870,4870,spread,spread,nn1,noun,The act of spreading or something that has been spread.,7604,342150839,9,10,22,16,FALSE,FALSE
4871,4871,disappear,disappear,vv0,verb,,7603,342158442,10,29,19,12,FALSE,FALSE
4872,4872,principal,principal,nn1,noun,,7601,342166043,10,12,12,25,FALSE,FALSE
4873,4873,equity,equity,nn1,noun,"Ownership, especially in terms of net monetary value of some business.",7600,342173643,9,1,22,27,FALSE,FALSE
4874,4874,gesture,gesture,nn1,noun,,7599,342181242,7,43,11,9,FALSE,FALSE
4875,4875,masters,master,nn2,noun,,7598,342188840,8,11,20,27,FALSE,FALSE
4876,4876,guide,guide,vv0,verb,To serve as a guide for someone or something.,7597,342196437,6,10,22,12,FALSE,FALSE
4877,4877,shoe,shoe,nn1,noun,"A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthetic material. Shoes generally do not extend above the ankle, as opposed to boot boots, which do.",7597,342204034,13,28,24,13,FALSE,FALSE
4878,4878,trick,trick,nn1,noun,,7594,342211628,11,28,27,11,FALSE,FALSE
4879,4879,associates,associate,nn2,noun,,7594,342219222,7,7,19,30,FALSE,FALSE
4880,4880,grip,grip,nn1,noun,,7594,342226816,5,38,24,9,FALSE,FALSE
4881,4881,win,win,nn1,noun,,7594,342234410,11,5,12,52,FALSE,FALSE
4882,4882,crop,crop,nn1,noun,"A plant, especially a cereal, grown to be harvested as food, livestock fodder, or fuel or for any other economic purpose.",7592,342242002,8,7,24,17,FALSE,FALSE
4883,4883,admitted,admit,vvd,verb,"To allow to enter; to grant entrance, whether into a place, or into the mind, or consideration; to receive; to take.",7591,342249593,15,25,13,19,FALSE,FALSE
4884,4884,wheels,wheel,nn2,noun,"A circular frame of hard material that may be solid, partly solid, or spoked and that is capable of turning on an axle.",7591,342257184,6,26,31,13,FALSE,FALSE
4885,4885,credibility,credibility,nn1,noun,,7590,342264774,28,2,12,18,FALSE,FALSE
4886,4886,protest,protest,nn1,noun,,7589,342272363,15,11,13,23,FALSE,FALSE
4887,4887,artificial,artificial,jj,adjective,Made by art; not natural or pathological.,7589,342279952,8,15,23,14,FALSE,FALSE
4888,4888,sexually,sexually,rr,adverb,,7588,342287540,22,4,16,15,FALSE,FALSE
4889,4889,tropical,tropical,jj,adjective,,7581,342295121,10,9,25,12,FALSE,FALSE
4890,4890,resident,resident,nn1,noun,"Person, animal or plant living at a location or in an area.",7578,342302699,18,5,12,36,FALSE,FALSE
4891,4891,pound,pound,nn1,noun,A unit of force/weight.,7577,342310276,8,10,31,26,FALSE,FALSE
4892,4892,improved,improve,vvn,verb,,7576,342317852,9,5,17,21,FALSE,FALSE
4893,4893,protective,protective,jj,adjective,,7576,342325428,10,13,21,12,FALSE,FALSE
4894,4894,gasoline,gasoline,nn1,noun,"A flammable liquid consisting of a mixture of refined petroleum hydrocarbons, mainly used as a motor fuel; petrol.",7576,342333004,18,7,21,23,FALSE,FALSE
4895,4895,touching,touch,vvg,verb,,7575,342340579,11,38,16,10,FALSE,FALSE
4896,4896,collecting,collect,vvg,verb,,7572,342348151,9,12,20,17,FALSE,FALSE
4897,4897,pursuit,pursuit,nn1,noun,,7564,342355715,8,12,19,15,FALSE,FALSE
4898,4898,publishing,publishing,nn1,noun,,7563,342363278,6,5,21,27,FALSE,FALSE
4899,4899,returns,return,vvz,verb,,7561,342370839,10,20,15,26,FALSE,FALSE
4900,4900,determination,determination,nn1,noun,,7560,342378399,14,12,13,14,FALSE,FALSE
4901,4901,careers,career,nn2,noun,"A field for or pursuit of consecutive progressive achievement especially in public, professional, or business life.",7560,342385959,10,4,19,21,FALSE,FALSE
4902,4902,editors,editor,nn2,noun,,7559,342393518,9,4,28,20,FALSE,FALSE
4903,4903,languages,language,nn2,noun,"The words, their pronunciation, and the methods of combining them used and understood by a community.",7558,342401076,6,12,13,13,FALSE,FALSE
4904,4904,priorities,priority,nn2,noun,,7554,342408630,15,3,15,20,FALSE,FALSE
4905,4905,suite,suite,nn1,noun,"A retinue or company of attendants, as of a distinguished personage; as, the suite of an ambassador.",7554,342416184,4,18,25,26,FALSE,FALSE
4906,4906,forcing,force,vvg,verb,,7553,342423737,10,17,16,24,FALSE,FALSE
4907,4907,dealers,dealer,nn2,noun,,7550,342431287,12,6,24,28,FALSE,FALSE
4908,4908,province,province,nn1,noun,,7548,342438835,10,4,15,24,FALSE,FALSE
4909,4909,questionnaire,questionnaire,nn1,noun,,7548,342446383,2,1,3,2,FALSE,FALSE
4910,4910,sergeant,sergeant,nn1,noun,"UK army rank with NATO code OR-6, senior to corporal and junior to warrant officer ranks.",7546,342453929,25,35,10,10,FALSE,FALSE
4911,4911,breaks,break,vvz,verb,"To separate into two or more pieces, to fracture or crack, by a process that cannot easily be reversed for reassembly.",7542,342461471,15,22,19,16,FALSE,FALSE
4912,4912,maker,maker,nn1,noun,Someone who makes; a person or thing that makes or produces something.,7536,342469007,10,7,24,28,FALSE,FALSE
4913,4913,provisions,provision,nn2,noun,,7536,342476543,9,4,10,14,FALSE,FALSE
4914,4914,relate,relate,vv0,verb,To tell in a descriptive way.,7535,342484078,15,4,14,11,FALSE,FALSE
